accession	variant
OK193187.1	B.1.1.7
OK193192.1	B.1.1.7
OK193194.1	B.1.1.7
OK193195.1	B.1.526
OK193197.1	B.1.526
OK193199.1	B.1.1.7
OK193202.1	B.1.1.7
OK193203.1	B.1.1.7
OK193206.1	B.1.1.7
OK193208.1	B.1.1.7
OK193209.1	B.1.1.7
OK193211.1	B.1.1.7
OK193215.1	B.1.1.7
OK193221.1	B.1.1.7
OK193224.1	B.1.526
OK193230.1	B.1.1.7
OK193233.1	B.1.1.7
OK193237.1	B.1.351
OK193238.1	B.1.1.7
OK193239.1	B.1.1.7
OK193247.1	B.1.1.7
OK193248.1	B.1.1.7
OK193251.1	B.1.1.7
OK193259.1	B.1.1.7
OK193260.1	B.1.1.7
OK193261.1	B.1.1.7
OK193262.1	B.1.1.7
OK193265.1	B.1.617.1
OK193266.1	B.1.1.7
OK193267.1	B.1.1.7
OK193268.1	B.1.1.7
OK193272.1	B.1.1.7
OK193274.1	B.1.1.7
OK193275.1	B.1.1.7
OK193277.1	B.1.1.7
OK193278.1	B.1.1.7
OK193279.1	B.1.427_B.1.429
OK193283.1	B.1.1.7
OK193284.1	B.1.427_B.1.429
OK193286.1	B.1.1.7
OK193288.1	P.1
OK193289.1	B.1.427_B.1.429
OK193290.1	B.1.1.7
OK193291.1	B.1.1.7
OK193294.1	B.1.427_B.1.429
OK193296.1	B.1.1.7
OK193298.1	B.1.427_B.1.429
OK193300.1	B.1.1.7
OK193306.1	B.1.1.7
OK193307.1	B.1.1.7
OK193312.1	B.1.1.7
OK193313.1	B.1.1.7
OK193320.1	B.1.1.7
OK193322.1	B.1.526
OK193327.1	B.1.351
OK193329.1	B.1.526
OK193333.1	P.1
OK193334.1	B.1.427_B.1.429
OK193335.1	B.1.526
OK193338.1	B.1.1.7
OK193339.1	B.1.1.7
OK193342.1	B.1.1.7
OK193344.1	B.1.1.7
OK193345.1	B.1.526
OK193346.1	B.1.1.7
OK193350.1	B.1.1.7
OK193352.1	B.1.427_B.1.429
OK193353.1	B.1.1.7
OK193355.1	B.1.1.7
OK193358.1	B.1.1.7
OK193365.1	B.1.1.7
OK193370.1	P.1
OK193372.1	B.1.1.7
OK193373.1	B.1.1.7
OK193375.1	B.1.1.7
OK193376.1	B.1.427_B.1.429
OK193380.1	P.1
OK193387.1	B.1.526
OK193388.1	B.1.526
OK193389.1	B.1.1.7
OK193390.1	B.1.1.7
OK193392.1	B.1.1.7
OK193393.1	B.1.526
OK193394.1	B.1.1.7
OK193395.1	B.1.1.7
OK193398.1	B.1.1.7
OK193401.1	B.1.1.7
OK193405.1	C.37
OK193406.1	B.1.526
OK193412.1	B.1.1.7
OK193414.1	B.1.526
OK193423.1	B.1.1.7
OK193424.1	B.1.526
OK193425.1	B.1.1.7
OK193426.1	B.1.1.7
OK193433.1	B.1.1.7
OK193436.1	B.1.1.7
OK193437.1	B.1.1.7
OK193441.1	B.1.1.7
OK193442.1	B.1.1.7
OK193445.1	B.1.427_B.1.429
OK193446.1	B.1.1.7
OK193447.1	B.1.1.7
OK193448.1	B.1.1.7
OK193449.1	B.1.1.7
OK193451.1	B.1.1.7
OK193453.1	B.1.1.7
OK193454.1	B.1.1.7
OK193455.1	B.1.1.7
OK193457.1	B.1.1.7
OK193459.1	B.1.427_B.1.429
OK193463.1	B.1.1.7
OK193466.1	B.1.1.7
OK193471.1	B.1.1.7
OK193472.1	B.1.427_B.1.429
OK193476.1	B.1.1.7
OK193478.1	B.1.1.7
OK193480.1	B.1.1.7
OK193484.1	B.1.1.7
OK193486.1	B.1.526
OK193488.1	B.1.1.7
OK193491.1	B.1.1.7
OK193492.1	B.1.1.7
OK193494.1	P.1
OK193496.1	B.1.1.7
OK193497.1	B.1.1.7
OK193499.1	B.1.1.7
OK193500.1	B.1.1.7
OK193501.1	B.1.1.7
OK193505.1	B.1.1.7
OK193507.1	B.1.1.7
OK193509.1	B.1.1.7
OK193511.1	B.1.526
OK193513.1	B.1.1.7
OK193515.1	B.1.1.7
OK193517.1	B.1.1.7
OK193518.1	B.1.1.7
OK193520.1	B.1.1.7
OK193521.1	B.1.1.7
OK193522.1	B.1.1.7
OK193531.1	B.1.1.7
OK193535.1	B.1.526
OK193536.1	B.1.1.7
OK193538.1	B.1.1.7
OK193539.1	B.1.1.7
OK193540.1	B.1.1.7
OK193542.1	B.1.1.7
OK193543.1	B.1.1.7
OK193549.1	B.1.1.7
OK193551.1	B.1.1.7
OK193552.1	B.1.1.7
OK193554.1	B.1.526
OK193555.1	B.1.1.7
OK193559.1	B.1.1.7
OK193561.1	B.1.1.7
OK193565.1	B.1.526
OK193566.1	B.1.526
OK193568.1	B.1.427_B.1.429
OK193570.1	B.1.427_B.1.429
OK193573.1	B.1.427_B.1.429
OK193575.1	B.1.1.7
OK193577.1	B.1.1.7
OK193580.1	P.1
OK193581.1	B.1.1.7
OK193598.1	B.1.1.7
OK193602.1	B.1.1.7
OK193603.1	B.1.1.7
OK193604.1	B.1.1.7
OK193605.1	B.1.1.7
OK193606.1	B.1.1.7
OK193607.1	B.1.1.7
OK193611.1	B.1.1.7
OK193613.1	B.1.1.7
OK193615.1	B.1.526
OK193618.1	B.1.1.7
OK193620.1	B.1.1.7
OK193621.1	B.1.1.7
OK193622.1	B.1.526
OK193623.1	B.1.1.7
OK193625.1	B.1.1.7
OK193627.1	B.1.1.7
OK193631.1	B.1.1.7
OK193635.1	B.1.526
OK193638.1	B.1.1.7
OK193640.1	B.1.1.7
OK193647.1	B.1.1.7
OK193653.1	B.1.1.7
OK193658.1	B.1.1.7
OK193660.1	B.1.1.7
OK193662.1	B.1.526
OK193666.1	B.1.1.7
OK193667.1	B.1.1.7
OK193669.1	B.1.1.7
OK193672.1	B.1.427_B.1.429
OK193673.1	B.1.1.7
OK193674.1	B.1.1.7
OK193676.1	B.1.526
OK193677.1	B.1.1.7
OK193680.1	B.1.1.7
OK193682.1	B.1.1.7
OK193687.1	B.1.427_B.1.429
OK193691.1	B.1.427_B.1.429
OK193700.1	B.1.1.7
OK193702.1	B.1.1.7
OK193703.1	B.1.1.7
OK193705.1	B.1.1.7
OK193711.1	B.1.1.7
OK193712.1	B.1.1.7
OK193715.1	B.1.1.7
OK193716.1	B.1.1.7
OK193717.1	B.1.526
OK193720.1	B.1.1.7
OK193721.1	B.1.1.7
OK193723.1	B.1.1.7
OK193724.1	B.1.1.7
OK193728.1	B.1.1.7
OK193729.1	B.1.1.7
OK193731.1	B.1.1.7
OK193735.1	B.1.1.7
OK193738.1	B.1.526
OK193741.1	B.1.427_B.1.429
OK193742.1	B.1.1.7
OK193743.1	B.1.1.7
OK193745.1	B.1.1.7
OK193748.1	B.1.1.7
OK193750.1	B.1.1.7
OK193756.1	B.1.1.7
OK193760.1	B.1.1.7
OK193762.1	B.1.427_B.1.429
OK193763.1	B.1.1.7
OK193766.1	B.1.1.7
OK193773.1	B.1.1.7
OK193779.1	B.1.1.7
OK193780.1	B.1.1.7
OK193784.1	B.1.427_B.1.429
OK193785.1	B.1.1.7
OK193787.1	B.1.1.7
OK193788.1	B.1.526
OK193794.1	B.1.1.7
OK193797.1	B.1.1.7
OK193798.1	B.1.526
OK193801.1	B.1.1.7
OK193803.1	B.1.1.7
OK193807.1	B.1.1.7
OK193808.1	B.1.1.7
OK193814.1	B.1.1.7
OK193819.1	B.1.1.7
OK193822.1	B.1.1.7
OK193823.1	B.1.1.7
OK193824.1	B.1.1.7
OK193828.1	B.1.1.7
OK193829.1	B.1.1.7
OK193831.1	B.1.1.7
OK193832.1	B.1.1.7
OK193835.1	B.1.1.7
OK193837.1	B.1.1.7
OK193840.1	B.1.1.7
OK193841.1	B.1.1.7
OK193843.1	B.1.1.7
OK193844.1	B.1.526
OK193845.1	B.1.1.7
OK193846.1	B.1.526
OK193847.1	B.1.526
OK193851.1	B.1.526
OK193852.1	B.1.1.7
OK193853.1	B.1.1.7
OK193859.1	B.1.1.7
OK193861.1	B.1.1.7
OK193864.1	B.1.1.7
OK193865.1	B.1.526
OK193868.1	B.1.1.7
OK193869.1	B.1.1.7
OK193874.1	B.1.1.7
OK193880.1	B.1.526
OK193882.1	B.1.1.7
OK193887.1	B.1.1.7
OK193888.1	B.1.1.7
OK193892.1	B.1.1.7
OK193897.1	B.1.1.7
OK193898.1	B.1.1.7
OK193900.1	B.1.1.7
OK193903.1	B.1.1.7
OK193906.1	B.1.427_B.1.429
OK193910.1	B.1.1.7
OK193912.1	B.1.1.7
OK193913.1	B.1.1.7
OK193914.1	B.1.1.7
OK193915.1	B.1.1.7
OK193917.1	B.1.1.7
OK193918.1	B.1.526
OK193919.1	B.1.526
OK193920.1	B.1.1.7
OK193922.1	B.1.1.7
OK193924.1	B.1.1.7
OK193926.1	B.1.1.7
OK193930.1	B.1.1.7
OK193934.1	B.1.526
OK193937.1	B.1.1.7
OK193939.1	B.1.1.7
OK193943.1	B.1.1.7
OK193944.1	B.1.1.7
OK193949.1	B.1.1.7
OK193952.1	B.1.526
OK193955.1	B.1.526
OK193956.1	B.1.526
OK193957.1	B.1.1.7
OK193959.1	B.1.1.7
OK193962.1	B.1.1.7
OK193964.1	B.1.1.7
OK193966.1	B.1.526
OK193967.1	B.1.1.7
OK193973.1	B.1.1.7
OK193974.1	B.1.1.7
OK193976.1	B.1.1.7
OK193978.1	B.1.427_B.1.429
OK193980.1	B.1.1.7
OK193981.1	B.1.526
OK193983.1	B.1.1.7
OK193987.1	B.1.1.7
OK193988.1	B.1.1.7
OK193989.1	B.1.1.7
OK193994.1	B.1.1.7
OK193999.1	B.1.526
OK194000.1	B.1.427_B.1.429
OK194001.1	B.1.1.7
OK194004.1	B.1.1.7
OK194006.1	B.1.1.7
OK194016.1	B.1.526
OK194018.1	B.1.1.7
OK194019.1	B.1.1.7
OK194024.1	B.1.1.7
OK194025.1	B.1.1.7
OK194027.1	B.1.1.7
OK194028.1	B.1.1.7
OK194031.1	B.1.1.7
OK194033.1	B.1.1.7
OK194034.1	B.1.526
OK194040.1	B.1.1.7
OK194042.1	B.1.1.7
OK194043.1	B.1.1.7
OK194049.1	B.1.1.7
OK194050.1	B.1.1.7
OK194052.1	B.1.1.7
OK194054.1	B.1.1.7
OK194057.1	P.1
OK194061.1	B.1.1.7
OK194062.1	B.1.1.7
OK194064.1	B.1.1.7
OK194065.1	B.1.526
OK194066.1	B.1.1.7
OK194068.1	B.1.526
OK194071.1	B.1.1.7
OK194072.1	B.1.1.7
OK194074.1	B.1.1.7
OK194076.1	B.1.1.7
OK194078.1	B.1.526
OK194080.1	B.1.526
OK194088.1	B.1.1.7
OK194091.1	B.1.1.7
OK194098.1	B.1.1.7
OK194099.1	B.1.1.7
OK194100.1	B.1.1.7
OK194102.1	B.1.1.7
OK194105.1	B.1.1.7
OK194107.1	B.1.526
OK194108.1	B.1.1.7
OK194109.1	B.1.526
OK194111.1	B.1.1.7
OK194115.1	B.1.1.7
OK194116.1	B.1.1.7
OK194117.1	B.1.1.7
OK194118.1	B.1.1.7
OK194121.1	B.1.1.7
OK194122.1	P.1
OK194126.1	B.1.1.7
OK194128.1	B.1.1.7
OK194130.1	B.1.1.7
OK194131.1	B.1.1.7
OK194132.1	B.1.1.7
OK194133.1	B.1.1.7
OK194137.1	B.1.526
OK194138.1	B.1.1.7
OK194139.1	B.1.427_B.1.429
OK194144.1	B.1.1.7
OK194145.1	B.1.427_B.1.429
OK194147.1	B.1.1.7
OK194148.1	B.1.1.7
OK194151.1	B.1.1.7
OK194152.1	B.1.1.7
OK194155.1	B.1.1.7
OK194156.1	B.1.1.7
OK194159.1	B.1.1.7
OK194160.1	B.1.526
OK194166.1	B.1.1.7
OK194167.1	B.1.1.7
OK194170.1	B.1.1.7
OK194172.1	B.1.427_B.1.429
OK194173.1	B.1.1.7
OK194176.1	B.1.1.7
OK194182.1	B.1.526
OK194187.1	B.1.1.7
OK194193.1	B.1.1.7
OK194196.1	B.1.526
OK194198.1	B.1.1.7
OK194199.1	B.1.1.7
OK194200.1	B.1.1.7
OK194202.1	B.1.1.7
OK194206.1	B.1.1.7
OK194208.1	B.1.1.7
OK194209.1	B.1.1.7
OK194214.1	B.1.1.7
OK194218.1	B.1.1.7
OK194226.1	B.1.1.7
OK194227.1	B.1.427_B.1.429
OK194232.1	B.1.1.7
OK194233.1	B.1.526
OK194241.1	B.1.1.7
OK194242.1	B.1.1.7
OK194245.1	B.1.1.7
OK194252.1	B.1.1.7
OK194253.1	B.1.1.7
OK194258.1	B.1.1.7
OK194264.1	B.1.526
OK194265.1	B.1.1.7
OK194267.1	B.1.1.7
OK194269.1	B.1.1.7
OK194270.1	B.1.1.7
OK194271.1	B.1.1.7
OK194273.1	B.1.1.7
OK194275.1	B.1.1.7
OK194280.1	B.1.1.7
OK194281.1	B.1.1.7
OK194282.1	B.1.1.7
OK194284.1	B.1.1.7
OK194288.1	B.1.1.7
OK194290.1	B.1.1.7
OK194291.1	B.1.526
OK194292.1	P.1
OK194297.1	B.1.1.7
OK194298.1	B.1.1.7
OK194299.1	B.1.1.7
OK194301.1	B.1.526
OK194303.1	B.1.1.7
OK194307.1	B.1.1.7
OK194308.1	B.1.1.7
OK194311.1	B.1.526
OK194315.1	B.1.1.7
OK194321.1	B.1.1.7
OK194322.1	B.1.1.7
OK194329.1	B.1.1.7
OK194333.1	B.1.1.7
OK194335.1	B.1.526
OK194336.1	B.1.1.7
OK194337.1	B.1.526
OK194345.1	B.1.1.7
OK194348.1	B.1.1.7
OK194351.1	B.1.1.7
OK194353.1	B.1.1.7
OK194355.1	B.1.1.7
OK194356.1	B.1.1.7
OK194357.1	B.1.1.7
OK194358.1	B.1.1.7
OK194360.1	B.1.427_B.1.429
OK194361.1	B.1.427_B.1.429
OK194365.1	B.1.1.7
OK194368.1	B.1.1.7
OK194372.1	B.1.526
OK194374.1	B.1.1.7
OK194375.1	B.1.1.7
OK194381.1	B.1.1.7
OK194382.1	B.1.1.7
OK194385.1	B.1.1.7
OK194390.1	B.1.1.7
OK194391.1	B.1.1.7
OK194392.1	B.1.1.7
OK194396.1	B.1.1.7
OK194398.1	B.1.526
OK194400.1	B.1.427_B.1.429
OK194402.1	B.1.427_B.1.429
OK194403.1	B.1.1.7
OK194404.1	B.1.526
OK194405.1	B.1.1.7
OK194408.1	B.1.1.7
OK194410.1	B.1.1.7
OK194411.1	B.1.1.7
OK194412.1	B.1.1.7
OK194413.1	B.1.1.7
OK194414.1	B.1.526
OK194417.1	B.1.1.7
OK194426.1	B.1.1.7
OK194428.1	B.1.526
OK194429.1	B.1.1.7
OK194431.1	B.1.1.7
OK194433.1	B.1.1.7
OK194434.1	B.1.1.7
OK194437.1	B.1.1.7
OK194439.1	B.1.1.7
OK194440.1	B.1.1.7
OK194442.1	B.1.1.7
OK194443.1	B.1.1.7
OK194446.1	B.1.1.7
OK194448.1	B.1.1.7
OK194449.1	B.1.1.7
OK194453.1	B.1.1.7
OK194458.1	B.1.1.7
OK194460.1	B.1.1.7
OK194462.1	P.1
OK194463.1	B.1.1.7
OK194464.1	B.1.1.7
OK194466.1	B.1.526
OK194468.1	B.1.1.7
OK194469.1	B.1.1.7
OK194470.1	B.1.1.7
OK194471.1	B.1.1.7
OK194473.1	P.1
OK194474.1	B.1.1.7
OK194477.1	B.1.1.7
OK194478.1	B.1.1.7
OK194479.1	B.1.526
OK194481.1	B.1.1.7
OK194484.1	B.1.1.7
OK194489.1	B.1.1.7
OK194495.1	B.1.1.7
OK194499.1	B.1.526
OK194501.1	B.1.351
OK194503.1	B.1.1.7
OK194504.1	B.1.1.7
OK194505.1	B.1.526
OK194506.1	B.1.1.7
OK194507.1	B.1.1.7
OK194510.1	B.1.1.7
OK194512.1	B.1.1.7
OK194513.1	B.1.1.7
OK194515.1	B.1.1.7
OK194517.1	B.1.1.7
OK194518.1	B.1.1.7
OK194519.1	B.1.1.7
OK194523.1	B.1.1.7
OK194525.1	B.1.526
OK194529.1	B.1.1.7
OK194530.1	B.1.1.7
OK194534.1	B.1.1.7
OK194535.1	B.1.1.7
OK194537.1	B.1.1.7
OK194540.1	B.1.526
OK194542.1	B.1.1.7
OK194544.1	B.1.1.7
OK194552.1	B.1.1.7
OK194555.1	B.1.427_B.1.429
OK194559.1	B.1.1.7
OK194560.1	B.1.1.7
OK194562.1	B.1.526
OK194565.1	B.1.1.7
OK194568.1	B.1.1.7
OK194571.1	B.1.1.7
OK194572.1	B.1.617.1
OK194575.1	B.1.1.7
OK194577.1	B.1.526
OK194579.1	B.1.1.7
OK194583.1	B.1.1.7
OK194585.1	B.1.427_B.1.429
OK194589.1	B.1.1.7
OK194592.1	B.1.1.7
OK194594.1	B.1.1.7
OK194599.1	B.1.1.7
OK194603.1	B.1.1.7
OK194604.1	B.1.526
OK194607.1	P.1
OK194609.1	B.1.1.7
OK194612.1	B.1.1.7
OK194615.1	B.1.526
OK194616.1	B.1.1.7
OK194619.1	B.1.1.7
OK194620.1	B.1.1.7
OK194624.1	B.1.1.7
OK194629.1	B.1.1.7
OK194637.1	B.1.1.7
OK194643.1	B.1.1.7
OK194645.1	B.1.1.7
OK194646.1	B.1.1.7
OK194647.1	B.1.1.7
OK194648.1	B.1.1.7
OK194650.1	B.1.1.7
OK194653.1	B.1.1.7
OK194655.1	B.1.1.7
OK194657.1	B.1.1.7
OK194660.1	B.1.526
OK194662.1	B.1.1.7
OK194665.1	B.1.1.7
OK194670.1	B.1.1.7
OK194677.1	B.1.617.2
OK194843.1	B.1.617.2
OK194850.1	B.1.617.2
OK194889.1	B.1.617.2
OK195082.1	B.1.617.2
OK195365.1	B.1.617.2
OK195368.1	B.1.617.2
OK195535.1	B.1.617.2
OK195604.1	B.1.617.2
OK195777.1	B.1.617.2
OK195908.1	B.1.617.2
OK195928.1	B.1.617.2
OK195985.1	B.1.617.2
OK196040.1	B.1.617.2
OK196074.1	B.1.617.2
OK196110.1	B.1.617.2
OK196111.1	B.1.617.2
OK196528.1	B.1.1.7
OK196545.1	B.1.617.2
OK196655.1	B.1.617.2
OK196906.1	B.1.617.2
OK196915.1	B.1.617.2
OK197032.1	B.1.617.2
OK197169.1	B.1.617.2
OK197333.1	B.1.617.2
OK197420.1	B.1.617.2
OK197451.1	B.1.617.2
OK197473.1	B.1.617.2
OK197480.1	B.1.617.2
OK197544.1	B.1.617.2
OK197706.1	B.1.617.2
OK197717.1	B.1.617.2
OK197820.1	B.1.617.2
OK197855.1	B.1.1.7
OK197870.1	B.1.617.2
OK197877.1	B.1.617.2
OK197880.1	B.1.617.2
OK197943.1	B.1.617.2
OK198108.1	B.1.617.2
OK198344.1	B.1.617.2
OK198361.1	B.1.617.2
OK198414.1	B.1.617.2
OK198698.1	B.1.617.2
OK198735.1	B.1.617.2
OK198765.1	B.1.617.2
OK198837.1	B.1.617.2
OK198873.1	B.1.617.2
OK198956.1	B.1.617.2
OK199013.1	B.1.617.2
OK199085.1	B.1.617.2
OK199343.1	B.1.617.2
OK199956.1	B.1.617.2
OK199974.1	B.1.1.7
OK200267.1	B.1.617.2
OK200310.1	B.1.617.2
OK200505.1	B.1.617.2
OK200940.1	B.1.617.2
OK201051.1	B.1.617.2
OK201460.1	B.1.617.2
OK201577.1	B.1.617.2
OK201636.1	B.1.617.2
OK202258.1	B.1.617.2
OK202291.1	B.1.617.2
OK202885.1	B.1.617.2
OK203096.1	P.1
OK203500.1	B.1.1.7
OK203515.1	B.1.1.7
OK203534.1	B.1.1.7
OK203561.1	B.1.1.7
OK203578.1	B.1.1.7
OK203652.1	B.1.1.7
OK203680.1	B.1.526
OK203748.1	B.1.526
OK203762.1	B.1.1.7
OK203763.1	B.1.1.7
OK210501.1	B.1.617.2
OK210575.1	B.1.617.2
OK210598.1	B.1.617.2
OK217290.1	B.1.1.7
OK217292.1	B.1.427_B.1.429
OK217303.1	B.1.526
OK217306.1	B.1.1.7
OK217316.1	B.1.1.7
OK217319.1	B.1.1.7
OK217325.1	B.1.427_B.1.429
OK217329.1	B.1.1.7
OK217330.1	B.1.1.7
OK217332.1	B.1.1.7
OK217337.1	B.1.1.7
OK217345.1	B.1.1.7
OK217346.1	B.1.1.7
OK217347.1	B.1.1.7
OK217350.1	B.1.1.7
OK217353.1	B.1.1.7
OK217365.1	B.1.1.7
OK217370.1	B.1.1.7
OK217375.1	B.1.526
OK217378.1	B.1.1.7
OK217385.1	B.1.1.7
OK217388.1	B.1.526
OK217416.1	B.1.1.7
OK217419.1	B.1.1.7
OK217426.1	B.1.1.7
OK217428.1	B.1.1.7
OK217429.1	B.1.526
OK217432.1	B.1.1.7
OK217434.1	B.1.526
OK217439.1	B.1.1.7
OK217459.1	B.1.1.7
OK217463.1	B.1.1.7
OK217468.1	B.1.526
OK217471.1	B.1.1.7
OK217472.1	B.1.1.7
OK217473.1	B.1.1.7
OK217475.1	B.1.1.7
OK217481.1	B.1.1.7
OK217485.1	B.1.1.7
OK217487.1	B.1.1.7
OK217493.1	B.1.427_B.1.429
OK217494.1	B.1.526
OK217517.1	B.1.1.7
OK217518.1	B.1.1.7
OK217521.1	B.1.1.7
OK217523.1	B.1.1.7
OK217527.1	B.1.1.7
OK217531.1	B.1.1.7
OK217535.1	B.1.1.7
OK217538.1	B.1.1.7
OK217539.1	B.1.1.7
OK217541.1	B.1.1.7
OK217543.1	B.1.1.7
OK217552.1	B.1.1.7
OK217564.1	B.1.1.7
OK217575.1	B.1.1.7
OK217577.1	B.1.1.7
OK217586.1	B.1.1.7
OK217590.1	B.1.1.7
OK217592.1	B.1.525
OK217596.1	B.1.1.7
OK217597.1	B.1.1.7
OK217598.1	B.1.1.7
OK217607.1	B.1.1.7
OK217620.1	B.1.1.7
OK217621.1	B.1.1.7
OK217652.1	B.1.1.7
OK217658.1	B.1.1.7
OK217662.1	B.1.1.7
OK217664.1	B.1.1.7
OK217669.1	P.1
OK217671.1	B.1.1.7
OK217672.1	B.1.1.7
OK217675.1	B.1.1.7
OK217677.1	B.1.1.7
OK217683.1	B.1.1.7
OK217698.1	B.1.1.7
OK217700.1	B.1.1.7
OK217702.1	B.1.1.7
OK217711.1	B.1.1.7
OK217717.1	B.1.526
OK217722.1	B.1.1.7
OK217723.1	B.1.526
OK217731.1	B.1.1.7
OK217732.1	B.1.1.7
OK217737.1	B.1.1.7
OK217738.1	B.1.1.7
OK217740.1	B.1.1.7
OK217741.1	B.1.1.7
OK217750.1	B.1.1.7
OK217753.1	B.1.1.7
OK217756.1	B.1.526
OK217758.1	B.1.1.7
OK217768.1	B.1.1.7
OK217795.1	B.1.526
OK217804.1	B.1.1.7
OK217810.1	B.1.1.7
OK217818.1	B.1.1.7
OK217819.1	B.1.1.7
OK217824.1	B.1.1.7
OK217833.1	P.1
OK217839.1	B.1.1.7
OK217842.1	B.1.1.7
OK217844.1	B.1.1.7
OK217845.1	B.1.1.7
OK217849.1	B.1.1.7
OK217850.1	B.1.1.7
OK217856.1	B.1.1.7
OK217874.1	B.1.1.7
OK217880.1	B.1.1.7
OK217893.1	B.1.1.7
OK217894.1	B.1.427_B.1.429
OK217903.1	B.1.1.7
OK217909.1	B.1.1.7
OK217913.1	B.1.1.7
OK217936.1	B.1.1.7
OK217942.1	B.1.1.7
OK217954.1	B.1.1.7
OK217956.1	B.1.1.7
OK217958.1	B.1.1.7
OK217961.1	B.1.1.7
OK217976.1	B.1.1.7
OK217980.1	B.1.1.7
OK217995.1	B.1.1.7
OK217997.1	B.1.1.7
OK218011.1	B.1.526
OK218016.1	B.1.1.7
OK218018.1	B.1.1.7
OK218036.1	B.1.1.7
OK218040.1	B.1.1.7
OK218047.1	B.1.1.7
OK218055.1	B.1.1.7
OK218057.1	B.1.1.7
OK218068.1	B.1.1.7
OK218069.1	B.1.1.7
OK218074.1	B.1.1.7
OK218076.1	B.1.526
OK218078.1	B.1.1.7
OK218080.1	B.1.1.7
OK218089.1	B.1.1.7
OK218093.1	B.1.1.7
OK218098.1	B.1.1.7
OK218100.1	B.1.1.7
OK218105.1	B.1.1.7
OK218113.1	B.1.1.7
OK218115.1	B.1.526
OK218117.1	B.1.1.7
OK218125.1	B.1.1.7
OK218132.1	B.1.1.7
OK218133.1	B.1.1.7
OK218144.1	B.1.1.7
OK218151.1	B.1.1.7
OK218157.1	B.1.1.7
OK218166.1	B.1.1.7
OK218177.1	B.1.526
OK218182.1	B.1.1.7
OK218184.1	B.1.1.7
OK218185.1	B.1.1.7
OK218194.1	B.1.1.7
OK218198.1	B.1.526
OK218209.1	B.1.1.7
OK218211.1	B.1.1.7
OK218216.1	B.1.526
OK218218.1	B.1.1.7
OK218219.1	B.1.1.7
OK218223.1	B.1.1.7
OK218228.1	B.1.1.7
OK218231.1	B.1.1.7
OK218232.1	B.1.1.7
OK218240.1	B.1.1.7
OK218244.1	B.1.1.7
OK218245.1	B.1.1.7
OK218265.1	B.1.526
OK218281.1	B.1.427_B.1.429
OK218283.1	B.1.1.7
OK218284.1	B.1.1.7
OK218299.1	B.1.1.7
OK218301.1	B.1.526
OK218307.1	B.1.1.7
OK218315.1	B.1.1.7
OK218318.1	B.1.1.7
OK218322.1	B.1.1.7
OK218324.1	B.1.1.7
OK218335.1	B.1.526
OK218337.1	B.1.1.7
OK218341.1	B.1.1.7
OK218349.1	B.1.1.7
OK218350.1	B.1.1.7
OK218355.1	B.1.1.7
OK218359.1	B.1.1.7
OK218365.1	B.1.427_B.1.429
OK218366.1	B.1.1.7
OK218378.1	B.1.1.7
OK218380.1	B.1.1.7
OK218388.1	B.1.1.7
OK218390.1	B.1.1.7
OK218407.1	B.1.617.2
OK218411.1	B.1.1.7
OK218412.1	B.1.617.2
OK218422.1	B.1.1.7
OK218426.1	B.1.1.7
OK218442.1	B.1.1.7
OK218445.1	B.1.1.7
OK218454.1	B.1.1.7
OK218460.1	B.1.1.7
OK218465.1	B.1.1.7
OK218466.1	B.1.1.7
OK218473.1	B.1.526
OK218478.1	B.1.1.7
OK218484.1	B.1.1.7
OK218486.1	B.1.1.7
OK218501.1	B.1.1.7
OK218513.1	B.1.526
OK218518.1	B.1.1.7
OK218528.1	B.1.1.7
OK218535.1	B.1.1.7
OK218536.1	B.1.526
OK218540.1	B.1.1.7
OK218544.1	B.1.1.7
OK218554.1	B.1.1.7
OK218559.1	B.1.526
OK218560.1	B.1.1.7
OK218561.1	B.1.1.7
OK218564.1	B.1.1.7
OK218566.1	B.1.1.7
OK218569.1	B.1.1.7
OK218570.1	B.1.1.7
OK218580.1	B.1.1.7
OK218586.1	B.1.427_B.1.429
OK218590.1	B.1.1.7
OK218603.1	B.1.1.7
OK218610.1	B.1.1.7
OK218612.1	B.1.1.7
OK218617.1	B.1.1.7
OK218624.1	B.1.1.7
OK218637.1	B.1.1.7
OK218641.1	B.1.1.7
OK218649.1	B.1.526
OK218654.1	B.1.1.7
OK218664.1	B.1.1.7
OK218673.1	B.1.1.7
OK218675.1	B.1.1.7
OK218681.1	B.1.1.7
OK218682.1	B.1.1.7
OK218684.1	B.1.1.7
OK218686.1	B.1.1.7
OK218687.1	B.1.1.7
OK218695.1	B.1.1.7
OK218698.1	B.1.1.7
OK218703.1	B.1.1.7
OK218706.1	B.1.1.7
OK218707.1	B.1.1.7
OK218715.1	B.1.1.7
OK218729.1	B.1.1.7
OK218731.1	B.1.1.7
OK218734.1	B.1.1.7
OK218778.1	B.1.1.7
OK218780.1	B.1.1.7
OK218790.1	B.1.1.7
OK218791.1	B.1.526
OK218792.1	P.1
OK218796.1	B.1.1.7
OK218798.1	B.1.1.7
OK218809.1	B.1.1.7
OK218818.1	B.1.1.7
OK218821.1	B.1.526
OK218828.1	B.1.1.7
OK218833.1	B.1.1.7
OK218836.1	B.1.1.7
OK218841.1	B.1.1.7
OK218843.1	B.1.1.7
OK218853.1	B.1.1.7
OK218856.1	B.1.1.7
