dataset,gene,position,effective_fraction,effective_sequences,null_p95,null_max
SARS-CoV-2,ORF1ab,19351,0.5,139369,0.007007741016169587,0.008232684274383341
SARS-CoV-2,ORF1ab,19351,0.25,69684,0.009231053331374854,0.011711989467706666
SARS-CoV-2,ORF1ab,19351,0.1,27875,0.012973350756315578,0.01616697909341975
SARS-CoV-2,ORF1ab,19360,0.5,139370,0.007198908142450071,0.008745010115347136
SARS-CoV-2,ORF1ab,19360,0.25,69685,0.009780212316647384,0.011828508681357701
SARS-CoV-2,ORF1ab,19360,0.1,27875,0.013780913187779515,0.017100749980100704
SARS-CoV-2,ORF1ab,19369,0.5,139369,0.007265463005052347,0.008489545084568824
SARS-CoV-2,ORF1ab,19369,0.25,69684,0.010001482549482884,0.011662566046059173
SARS-CoV-2,ORF1ab,19369,0.1,27875,0.014454416092463921,0.018424277419194432
SARS-CoV-2,ORF1ab,19378,0.5,139370,0.007339300029448733,0.009401882529833502
SARS-CoV-2,ORF1ab,19378,0.25,69685,0.00983487566101449,0.011747145941624897
SARS-CoV-2,ORF1ab,19378,0.1,27875,0.014510681665466098,0.018851829015107454
SARS-CoV-2,ORF1ab,19387,0.5,139369,0.007600690280231209,0.009093705177945244
SARS-CoV-2,ORF1ab,19387,0.25,69685,0.010473156086023653,0.014901127634913143
SARS-CoV-2,ORF1ab,19387,0.1,27875,0.015524553629751851,0.019125665304256686
SARS-CoV-2,ORF1ab,19396,0.5,139369,0.007677855930673186,0.009631427782858925
SARS-CoV-2,ORF1ab,19396,0.25,69685,0.01047932596926395,0.013123189626466653
SARS-CoV-2,ORF1ab,19396,0.1,27875,0.015811181138555085,0.020706467727130223
SARS-CoV-2,ORF1ab,19405,0.5,139369,0.007576357262473253,0.009488601331765078
SARS-CoV-2,ORF1ab,19405,0.25,69685,0.010416130915829925,0.012746956785759071
SARS-CoV-2,ORF1ab,19405,0.1,27875,0.015562298247162338,0.019128726401985388
SARS-CoV-2,ORF1ab,19414,0.5,139368,0.007677778400219249,0.009166664774620586
SARS-CoV-2,ORF1ab,19414,0.25,69684,0.010849521189954612,0.013722764616330938
SARS-CoV-2,ORF1ab,19414,0.1,27875,0.016216646284122886,0.01993123086210078
SARS-CoV-2,ORF1ab,19423,0.5,139368,0.00745595949365606,0.009249986465607637
SARS-CoV-2,ORF1ab,19423,0.25,69684,0.010622678986751132,0.013206132842431079
SARS-CoV-2,ORF1ab,19423,0.1,27875,0.015984028892598572,0.019119106755033723
SARS-CoV-2,ORF1ab,19432,0.5,139369,0.007382753647244311,0.00879561596304506
SARS-CoV-2,ORF1ab,19432,0.25,69685,0.00985400951920294,0.011604684217227507
SARS-CoV-2,ORF1ab,19432,0.1,27875,0.014451354166304962,0.018628766617868178
SARS-CoV-2,ORF1ab,19441,0.5,139369,0.007409224782898981,0.008788650122736517
SARS-CoV-2,ORF1ab,19441,0.25,69685,0.010013996162737763,0.012178455623695626
SARS-CoV-2,ORF1ab,19441,0.1,27875,0.014515872920668133,0.01810436384219244
SARS-CoV-2,ORF1ab,19450,0.5,139369,0.012306487465046725,0.014259129682822152
SARS-CoV-2,ORF1ab,19450,0.25,69684,0.01759075446988356,0.01953633036658068
SARS-CoV-2,ORF1ab,19450,0.1,27875,0.02667486967434422,0.030779706289624155
SARS-CoV-2,ORF1ab,19459,0.5,139369,0.007586521925028571,0.009776283490821054
SARS-CoV-2,ORF1ab,19459,0.25,69685,0.010285875201974158,0.013030627091416674
SARS-CoV-2,ORF1ab,19459,0.1,27875,0.015164064045245179,0.019864153833069276
SARS-CoV-2,ORF1ab,19468,0.5,139369,0.007538984081228622,0.009497184278821251
SARS-CoV-2,ORF1ab,19468,0.25,69684,0.010507885144440655,0.012292248292198911
SARS-CoV-2,ORF1ab,19468,0.1,27875,0.015733467412176346,0.018948500308509947
SARS-CoV-2,ORF1ab,19477,0.5,139369,0.006598315365727481,0.009608461587585632
SARS-CoV-2,ORF1ab,19477,0.25,69685,0.008696580705631994,0.011072019944264927
SARS-CoV-2,ORF1ab,19477,0.1,27875,0.012104700817478813,0.016386999963208096
SARS-CoV-2,ORF1ab,19486,0.5,139368,0.006770469759772574,0.008692757892949913
SARS-CoV-2,ORF1ab,19486,0.25,69684,0.008856727168040443,0.011032758500977114
SARS-CoV-2,ORF1ab,19486,0.1,27875,0.01246301573277873,0.01598311784141927
SARS-CoV-2,ORF1ab,19495,0.5,139368,0.007377694650953967,0.009627160716697654
SARS-CoV-2,ORF1ab,19495,0.25,69684,0.010256390897009688,0.01229977498853754
SARS-CoV-2,ORF1ab,19495,0.1,27875,0.014770668615366123,0.01838777615195296
SARS-CoV-2,ORF1ab,19504,0.5,139369,0.006615251730537374,0.008848305547902873
SARS-CoV-2,ORF1ab,19504,0.25,69685,0.008759206576059256,0.010382120219170092
SARS-CoV-2,ORF1ab,19504,0.1,27875,0.012296485562366493,0.014689723528195921
SARS-CoV-2,ORF1ab,19513,0.5,139369,0.0072605869717686095,0.00866296003067466
SARS-CoV-2,ORF1ab,19513,0.25,69685,0.009548176476765945,0.0119215016302473
SARS-CoV-2,ORF1ab,19513,0.1,27875,0.013685479418491867,0.017961129626005396
SARS-CoV-2,ORF1ab,19522,0.5,139368,0.006969715557397413,0.008663808144650158
SARS-CoV-2,ORF1ab,19522,0.25,69684,0.00911651360356351,0.011603953056289426
SARS-CoV-2,ORF1ab,19522,0.1,27875,0.012764093519436063,0.016818207998454657
SARS-CoV-2,ORF1ab,19531,0.5,139369,0.0074137096325668,0.009528465149124856
SARS-CoV-2,ORF1ab,19531,0.25,69685,0.009970183657232352,0.012882570010506952
SARS-CoV-2,ORF1ab,19531,0.1,27875,0.014560607534653151,0.017727941124579774
SARS-CoV-2,ORF1ab,19540,0.5,139369,0.007628950304377698,0.009843908157689457
SARS-CoV-2,ORF1ab,19540,0.25,69685,0.010532894896096599,0.012044464303239045
SARS-CoV-2,ORF1ab,19540,0.1,27875,0.015672108032345172,0.01843119685566168
SARS-CoV-2,ORF1ab,19549,0.5,139370,0.007703021530900174,0.009735585821695184
SARS-CoV-2,ORF1ab,19549,0.25,69685,0.010729710875945842,0.013567023713006113
SARS-CoV-2,ORF1ab,19549,0.1,27875,0.016356117039160338,0.018874310582700577
SARS-CoV-2,ORF1ab,19558,0.5,139368,0.0074157146696986675,0.009516452210447111
SARS-CoV-2,ORF1ab,19558,0.25,69684,0.010379945105052305,0.012659068852728548
SARS-CoV-2,ORF1ab,19558,0.1,27875,0.014679958491010269,0.017538569189566484
SARS-CoV-2,ORF1ab,19567,0.5,139368,0.00738687777598175,0.008533990810142418
SARS-CoV-2,ORF1ab,19567,0.25,69684,0.009912294637621777,0.012269725363137767
SARS-CoV-2,ORF1ab,19567,0.1,27875,0.014686206630161812,0.019545817185061824
SARS-CoV-2,ORF1ab,19576,0.5,139369,0.007317954714417128,0.009395610573178174
SARS-CoV-2,ORF1ab,19576,0.25,69685,0.010155719911904547,0.01218203865599196
SARS-CoV-2,ORF1ab,19576,0.1,27875,0.014739801691804584,0.019327557947112103
SARS-CoV-2,ORF1ab,19585,0.5,139368,0.007597324638691006,0.009574645317501383
SARS-CoV-2,ORF1ab,19585,0.25,69684,0.010632637228271563,0.012638521686865144
SARS-CoV-2,ORF1ab,19585,0.1,27875,0.0161427449791938,0.019136390238609583
SARS-CoV-2,ORF1ab,19594,0.5,139369,0.007673073525650337,0.009414196066447668
SARS-CoV-2,ORF1ab,19594,0.25,69685,0.010817370703801914,0.013437172457437368
SARS-CoV-2,ORF1ab,19594,0.1,27875,0.016474003910717724,0.021961393262904864
SARS-CoV-2,ORF1ab,19603,0.5,139368,0.007644541915314624,0.010048367939736772
SARS-CoV-2,ORF1ab,19603,0.25,69684,0.010812954162796049,0.013195265119210745
SARS-CoV-2,ORF1ab,19603,0.1,27875,0.015710214764947928,0.01902303056888055
SARS-CoV-2,ORF1ab,19612,0.5,139370,0.007670016783360977,0.010081087558660985
SARS-CoV-2,ORF1ab,19612,0.25,69685,0.010485486021928577,0.012768484845729818
SARS-CoV-2,ORF1ab,19612,0.1,27875,0.01619723023763576,0.019228352931286462
SARS-CoV-2,ORF1ab,19621,0.5,139370,0.007670312578755764,0.009412251026703391
SARS-CoV-2,ORF1ab,19621,0.25,69685,0.0104066110609919,0.01265254337336167
SARS-CoV-2,ORF1ab,19621,0.1,27875,0.015615151149888736,0.020189372471327873
SARS-CoV-2,ORF1ab,19630,0.5,139369,0.0077993413656572115,0.009245436531557127
SARS-CoV-2,ORF1ab,19630,0.25,69685,0.01058451939269531,0.013017583086944206
SARS-CoV-2,ORF1ab,19630,0.1,27875,0.01652945274508181,0.02004039739316684
SARS-CoV-2,ORF1ab,19639,0.5,139370,0.007392131248023949,0.008961657521203635
SARS-CoV-2,ORF1ab,19639,0.25,69685,0.00995234509892066,0.012260633283773078
SARS-CoV-2,ORF1ab,19639,0.1,27875,0.01453694536965857,0.019525516287903767
SARS-CoV-2,ORF1ab,19648,0.5,139370,0.007426725984517676,0.009094471392634636
SARS-CoV-2,ORF1ab,19648,0.25,69685,0.009854250829931101,0.011662661999930338
SARS-CoV-2,ORF1ab,19648,0.1,27875,0.014778661237387474,0.018566490486379924
SARS-CoV-2,ORF1ab,19657,0.5,139369,0.007079796599628601,0.008510191495377092
SARS-CoV-2,ORF1ab,19657,0.25,69685,0.009478862013188337,0.012225338905123204
SARS-CoV-2,ORF1ab,19657,0.1,27875,0.013338143409809487,0.01732174130673008
SARS-CoV-2,ORF1ab,19666,0.5,139368,0.007237862501362905,0.009062448746302259
SARS-CoV-2,ORF1ab,19666,0.25,69684,0.009709172165165906,0.011598212972207478
SARS-CoV-2,ORF1ab,19666,0.1,27875,0.013431631937504919,0.017245634003272503
SARS-CoV-2,ORF1ab,19675,0.5,139370,0.007377253919180309,0.008616739685862396
SARS-CoV-2,ORF1ab,19675,0.25,69685,0.010304539502169257,0.012156712309557234
SARS-CoV-2,ORF1ab,19675,0.1,27875,0.015214439381432571,0.01832498011310574
SARS-CoV-2,ORF1ab,19684,0.5,139368,0.010113187978057962,0.011888209732911709
SARS-CoV-2,ORF1ab,19684,0.25,69684,0.014303010985912705,0.01611437304451085
SARS-CoV-2,ORF1ab,19684,0.1,27875,0.021757722547639257,0.02578379704200331
SARS-CoV-2,ORF1ab,19693,0.5,139369,0.007925063350464974,0.00929122325815893
SARS-CoV-2,ORF1ab,19693,0.25,69684,0.011040712076189814,0.012780275105271901
SARS-CoV-2,ORF1ab,19693,0.1,27875,0.01643651327977471,0.02093190811113784
SARS-CoV-2,ORF1ab,19702,0.5,139369,0.007487546880409218,0.009694934362564538
SARS-CoV-2,ORF1ab,19702,0.25,69685,0.010101139315965553,0.01208880161863639
SARS-CoV-2,ORF1ab,19702,0.1,27875,0.014865166506271265,0.01768292344799893
SARS-CoV-2,ORF1ab,19711,0.5,139370,0.007823875010000616,0.00960912010236439
SARS-CoV-2,ORF1ab,19711,0.25,69685,0.010802140683671722,0.012684223233669122
SARS-CoV-2,ORF1ab,19711,0.1,27875,0.01669261671724486,0.021271651694122047
SARS-CoV-2,ORF1ab,19720,0.5,139370,0.007155388703349158,0.008931755978824832
SARS-CoV-2,ORF1ab,19720,0.25,69685,0.009902887445789498,0.012319024720268428
SARS-CoV-2,ORF1ab,19720,0.1,27875,0.013776857144576708,0.01800816195849206
SARS-CoV-2,ORF1ab,19729,0.5,139369,0.0075286812881516325,0.010193927306162066
SARS-CoV-2,ORF1ab,19729,0.25,69685,0.010332832595796511,0.012724606561413717
SARS-CoV-2,ORF1ab,19729,0.1,27875,0.015503433460672704,0.019376598001994195
SARS-CoV-2,ORF1ab,19738,0.5,139368,0.007494258416542975,0.009139974749503005
SARS-CoV-2,ORF1ab,19738,0.25,69684,0.01037665779714595,0.01213862702221424
SARS-CoV-2,ORF1ab,19738,0.1,27875,0.015472376045297696,0.018909369061131352
SARS-CoV-2,ORF1ab,19747,0.5,139369,0.007646240949392927,0.009297548042844911
SARS-CoV-2,ORF1ab,19747,0.25,69685,0.010623494942596179,0.013161612222226445
SARS-CoV-2,ORF1ab,19747,0.1,27875,0.015685871116022577,0.019273021732143503
SARS-CoV-2,ORF1ab,19756,0.5,139370,0.007532755083181026,0.008753760601589788
SARS-CoV-2,ORF1ab,19756,0.25,69685,0.01049951693611757,0.013358024809314377
SARS-CoV-2,ORF1ab,19756,0.1,27875,0.015783820443351727,0.019932055023205546
SARS-CoV-2,ORF1ab,19765,0.5,139369,0.007571016874668062,0.010069741844829684
SARS-CoV-2,ORF1ab,19765,0.25,69685,0.010609173311785838,0.012684202402286222
SARS-CoV-2,ORF1ab,19765,0.1,27875,0.015519263229631229,0.01935557791858513
SARS-CoV-2,ORF1ab,19774,0.5,139368,0.0073074564989177955,0.008511231823965248
SARS-CoV-2,ORF1ab,19774,0.25,69684,0.009954617932430344,0.01260800925456364
SARS-CoV-2,ORF1ab,19774,0.1,27875,0.014270745185875804,0.018367994743473434
SARS-CoV-2,ORF1ab,19783,0.5,139370,0.010208395182129787,0.012036507778457257
SARS-CoV-2,ORF1ab,19783,0.25,69685,0.01448424527303942,0.01613011102665748
SARS-CoV-2,ORF1ab,19783,0.1,27875,0.021791789163246925,0.025294276754685478
SARS-CoV-2,ORF1ab,19792,0.5,139369,0.00765115135829859,0.009357580383148772
SARS-CoV-2,ORF1ab,19792,0.25,69685,0.010569430623225986,0.013575900434076044
SARS-CoV-2,ORF1ab,19792,0.1,27875,0.01620169010318364,0.019579030149540502
SARS-CoV-2,ORF1ab,19801,0.5,139369,0.0075140475613180045,0.009100999482825861
SARS-CoV-2,ORF1ab,19801,0.25,69685,0.010189272606373005,0.011740649448417073
SARS-CoV-2,ORF1ab,19801,0.1,27875,0.015313208391884464,0.020679404965684822
SARS-CoV-2,ORF1ab,19810,0.5,139369,0.0075805969124106394,0.009155798996609723
SARS-CoV-2,ORF1ab,19810,0.25,69684,0.010439035390725675,0.012365711355888716
SARS-CoV-2,ORF1ab,19810,0.1,27875,0.0155113853803398,0.01858045224676354
SARS-CoV-2,ORF1ab,19819,0.5,139370,0.0076469567867810135,0.009093831799848047
SARS-CoV-2,ORF1ab,19819,0.25,69685,0.010249687156920857,0.012607676770747723
SARS-CoV-2,ORF1ab,19819,0.1,27875,0.015312683850930925,0.017786217484450965
SARS-CoV-2,ORF1ab,19828,0.5,139369,0.007382636708640166,0.008978683550280739
SARS-CoV-2,ORF1ab,19828,0.25,69685,0.010169674627260438,0.012352865655829262
SARS-CoV-2,ORF1ab,19828,0.1,27875,0.014915000462193217,0.018981761334808757
SARS-CoV-2,ORF1ab,19837,0.5,139369,0.007700677218758893,0.009202476304825274
SARS-CoV-2,ORF1ab,19837,0.25,69685,0.010848617989680584,0.013014203445343297
SARS-CoV-2,ORF1ab,19837,0.1,27875,0.016273969099013286,0.020346839966529504
SARS-CoV-2,ORF1ab,19846,0.5,139369,0.007573309023454491,0.00885455130635433
SARS-CoV-2,ORF1ab,19846,0.25,69684,0.010265447268973975,0.012247978052817186
SARS-CoV-2,ORF1ab,19846,0.1,27875,0.015413520938644083,0.018380017927766
SARS-CoV-2,ORF1ab,19855,0.5,139368,0.007302839592269271,0.00955365755726464
SARS-CoV-2,ORF1ab,19855,0.25,69684,0.009761979890477238,0.011899919312508651
SARS-CoV-2,ORF1ab,19855,0.1,27875,0.013996627497448295,0.01678788505650703
SARS-CoV-2,ORF1ab,19864,0.5,139369,0.007788798177485324,0.00990532167986321
SARS-CoV-2,ORF1ab,19864,0.25,69685,0.010823474210965588,0.012961881481005787
SARS-CoV-2,ORF1ab,19864,0.1,27875,0.016466726473409264,0.019163053382653
SARS-CoV-2,ORF1ab,19873,0.5,139368,0.007205966253233249,0.00820949587945671
SARS-CoV-2,ORF1ab,19873,0.25,69684,0.009488135578548188,0.01190685754399944
SARS-CoV-2,ORF1ab,19873,0.1,27875,0.01352609341105889,0.017507019642069736
SARS-CoV-2,ORF1ab,19882,0.5,139370,0.0075671466414577535,0.009664125385637976
SARS-CoV-2,ORF1ab,19882,0.25,69685,0.010716382415258196,0.014269703654241175
SARS-CoV-2,ORF1ab,19882,0.1,27875,0.016078320029033446,0.019890968811771284
SARS-CoV-2,ORF1ab,19891,0.5,139369,0.00719223017206629,0.008610535165809717
SARS-CoV-2,ORF1ab,19891,0.25,69685,0.009746219344768218,0.01231859609215011
SARS-CoV-2,ORF1ab,19891,0.1,27875,0.01378297982456495,0.01657068027547711
SARS-CoV-2,ORF1ab,19900,0.5,139369,0.007339295608488255,0.008831051098399748
SARS-CoV-2,ORF1ab,19900,0.25,69685,0.009722808338037429,0.011963321681009597
SARS-CoV-2,ORF1ab,19900,0.1,27875,0.01430364002352952,0.018182886910735965
SARS-CoV-2,ORF1ab,19909,0.5,139370,0.0077285657875107595,0.009197662225138957
SARS-CoV-2,ORF1ab,19909,0.25,69685,0.011011492774778708,0.013079586336974721
SARS-CoV-2,ORF1ab,19909,0.1,27875,0.016957682561481,0.020822054366992894
SARS-CoV-2,ORF1ab,19918,0.5,139370,0.007369000423166697,0.00904050754324347
SARS-CoV-2,ORF1ab,19918,0.25,69685,0.00994952441081895,0.014526396453975203
SARS-CoV-2,ORF1ab,19918,0.1,27875,0.01469928161739898,0.017771349504803746
SARS-CoV-2,ORF1ab,19927,0.5,139369,0.007291045460324983,0.008976557399760882
SARS-CoV-2,ORF1ab,19927,0.25,69685,0.00994806877603473,0.012294380466730908
SARS-CoV-2,ORF1ab,19927,0.1,27875,0.014309986319733315,0.017672555562732763
SARS-CoV-2,ORF1ab,19936,0.5,139369,0.007484216426608952,0.009547517564430666
SARS-CoV-2,ORF1ab,19936,0.25,69684,0.010325408803883059,0.012576136506253532
SARS-CoV-2,ORF1ab,19936,0.1,27875,0.015300674113965535,0.01865697682234656
SARS-CoV-2,ORF1ab,19945,0.5,139370,0.006870322193458711,0.008149261982698252
SARS-CoV-2,ORF1ab,19945,0.25,69685,0.00924907225289347,0.012721703565027451
SARS-CoV-2,ORF1ab,19945,0.1,27875,0.01311505361809686,0.017593047641536772
SARS-CoV-2,ORF1ab,19954,0.5,139368,0.007027988842013521,0.009178204324808871
SARS-CoV-2,ORF1ab,19954,0.25,69684,0.00941246390384469,0.013399187538896217
SARS-CoV-2,ORF1ab,19954,0.1,27875,0.013022233084981167,0.015971223813667588
SARS-CoV-2,ORF1ab,19963,0.5,139370,0.007827530031484073,0.009351890049162682
SARS-CoV-2,ORF1ab,19963,0.25,69685,0.010831114135898729,0.014181437659309286
SARS-CoV-2,ORF1ab,19963,0.1,27875,0.01661690968813898,0.021087644552343684
SARS-CoV-2,ORF1ab,19972,0.5,139368,0.007640065436108476,0.00890371863011139
SARS-CoV-2,ORF1ab,19972,0.25,69684,0.01069884106392973,0.01264423984136757
SARS-CoV-2,ORF1ab,19972,0.1,27875,0.015432829817302459,0.019070177615677843
SARS-CoV-2,ORF1ab,19981,0.5,139369,0.007681233970167244,0.009633076581137356
SARS-CoV-2,ORF1ab,19981,0.25,69685,0.010456223879947393,0.01267598805063103
SARS-CoV-2,ORF1ab,19981,0.1,27875,0.015203202605532443,0.020229174048623403
SARS-CoV-2,ORF1ab,19990,0.5,139369,0.010259941790904023,0.011898606142641467
SARS-CoV-2,ORF1ab,19990,0.25,69684,0.014355051760463745,0.01717201921774334
SARS-CoV-2,ORF1ab,19990,0.1,27875,0.022473430703135972,0.02590005311776596
SARS-CoV-2,ORF1ab,19999,0.5,139369,0.007757722182853639,0.009131516011791834
SARS-CoV-2,ORF1ab,19999,0.25,69685,0.010517999962031335,0.01316287817913991
SARS-CoV-2,ORF1ab,19999,0.1,27875,0.015747785917779363,0.019617540215380452
SARS-CoV-2,ORF1ab,20008,0.5,139368,0.007966457666945008,0.009578995663304305
SARS-CoV-2,ORF1ab,20008,0.25,69684,0.011218106612832311,0.013471857063392424
SARS-CoV-2,ORF1ab,20008,0.1,27875,0.017333914940958484,0.02059400973907341
SARS-CoV-2,ORF1ab,20017,0.5,139370,0.007600323118332403,0.00915947991696798
SARS-CoV-2,ORF1ab,20017,0.25,69685,0.010877803726807609,0.013465551590190514
SARS-CoV-2,ORF1ab,20017,0.1,27875,0.01590136580233276,0.019021216015410694
SARS-CoV-2,ORF1ab,20026,0.5,139369,0.007527921988741535,0.009390422062770932
SARS-CoV-2,ORF1ab,20026,0.25,69685,0.010461646822571745,0.013154782536238396
SARS-CoV-2,ORF1ab,20026,0.1,27875,0.015576236735694159,0.018974662255230642
SARS-CoV-2,ORF1ab,20035,0.5,139369,0.007487055850204144,0.008874962360565399
SARS-CoV-2,ORF1ab,20035,0.25,69684,0.01031930858433578,0.011943398510844565
SARS-CoV-2,ORF1ab,20035,0.1,27875,0.015593601781509286,0.019425104348097855
SARS-CoV-2,ORF1ab,20044,0.5,139369,0.007646712731748978,0.008882285275450858
SARS-CoV-2,ORF1ab,20044,0.25,69685,0.010322736400854255,0.01233707283087089
SARS-CoV-2,ORF1ab,20044,0.1,27875,0.015333812630766495,0.01955375707368883
SARS-CoV-2,ORF1ab,20053,0.5,139369,0.00768773236838507,0.009920410454105641
SARS-CoV-2,ORF1ab,20053,0.25,69685,0.010762532771716907,0.013496460141062703
SARS-CoV-2,ORF1ab,20053,0.1,27875,0.016760344636954215,0.021010904253531307
SARS-CoV-2,ORF1ab,20062,0.5,139368,0.007357311919615344,0.009223259495556519
SARS-CoV-2,ORF1ab,20062,0.25,69684,0.009917434701637372,0.012383036133187496
SARS-CoV-2,ORF1ab,20062,0.1,27875,0.014736580525238822,0.017865839366268534
SARS-CoV-2,ORF1ab,20071,0.5,139368,0.007090625143385941,0.008616085332469218
SARS-CoV-2,ORF1ab,20071,0.25,69684,0.009252759573060832,0.013754151801799038
SARS-CoV-2,ORF1ab,20071,0.1,27875,0.01321735820722043,0.01755990694633733
SARS-CoV-2,ORF1ab,20080,0.5,139369,0.007526359129932756,0.009287691102407533
SARS-CoV-2,ORF1ab,20080,0.25,69684,0.010204613616473495,0.01337918379424204
SARS-CoV-2,ORF1ab,20080,0.1,27875,0.014919943233899894,0.018718240067670807
SARS-CoV-2,ORF1ab,20089,0.5,139370,0.007810327372633239,0.009452092327245556
SARS-CoV-2,ORF1ab,20089,0.25,69685,0.010570558856460003,0.012476170833005618
SARS-CoV-2,ORF1ab,20089,0.1,27875,0.015469634713080828,0.020019461607693863
SARS-CoV-2,ORF1ab,20098,0.5,139368,0.007701275372328923,0.009267676382728006
SARS-CoV-2,ORF1ab,20098,0.25,69684,0.010748241192468616,0.013111774764087186
SARS-CoV-2,ORF1ab,20098,0.1,27875,0.01659273820331172,0.02108282348907202
SARS-CoV-2,ORF1ab,20107,0.5,139370,0.007719431052566078,0.009215415555129185
SARS-CoV-2,ORF1ab,20107,0.25,69685,0.010812634966023499,0.012857374516916252
SARS-CoV-2,ORF1ab,20107,0.1,27875,0.015931052982553987,0.01824167483365551
SARS-CoV-2,ORF1ab,20116,0.5,139370,0.007669361414184236,0.009288227181749901
SARS-CoV-2,ORF1ab,20116,0.25,69685,0.010991703417366909,0.013895270522020914
SARS-CoV-2,ORF1ab,20116,0.1,27875,0.015839517486878972,0.02144098166702258
SARS-CoV-2,ORF1ab,20125,0.5,139369,0.010324956770923576,0.011798484830602137
SARS-CoV-2,ORF1ab,20125,0.25,69684,0.014466350474244537,0.0167109841073756
SARS-CoV-2,ORF1ab,20125,0.1,27875,0.02208245805765172,0.025188602683061927
SARS-CoV-2,ORF1ab,20134,0.5,139369,0.009966079792962304,0.012607424204196376
SARS-CoV-2,ORF1ab,20134,0.25,69685,0.013481239632605566,0.016317030295767383
SARS-CoV-2,ORF1ab,20134,0.1,27875,0.020174132525317266,0.0249133048672215
SARS-CoV-2,ORF1ab,20143,0.5,139368,0.007674180145451769,0.009220620128976266
SARS-CoV-2,ORF1ab,20143,0.25,69684,0.010365167105473324,0.012589892575978518
SARS-CoV-2,ORF1ab,20143,0.1,27875,0.0158787730533169,0.019050379590905137
SARS-CoV-2,ORF1ab,20152,0.5,139368,0.007540535368117838,0.00938720495734301
SARS-CoV-2,ORF1ab,20152,0.25,69684,0.010486177672918314,0.012320727767543671
SARS-CoV-2,ORF1ab,20152,0.1,27875,0.015722253734103533,0.019673815021149222
SARS-CoV-2,ORF1ab,20161,0.5,139368,0.007781514145066029,0.009739392669221754
SARS-CoV-2,ORF1ab,20161,0.25,69684,0.011108436726309031,0.013944497306190679
SARS-CoV-2,ORF1ab,20161,0.1,27875,0.016993232219847106,0.020918806779343525
SARS-CoV-2,ORF1ab,20170,0.5,139369,0.007535357029326794,0.009096654508066496
SARS-CoV-2,ORF1ab,20170,0.25,69684,0.010636077242534394,0.013008695229609422
SARS-CoV-2,ORF1ab,20170,0.1,27875,0.016208107676023296,0.01964464537993094
SARS-CoV-2,ORF1ab,20179,0.5,139369,0.007706538239188075,0.009838559860212188
SARS-CoV-2,ORF1ab,20179,0.25,69684,0.010636162201338508,0.013463018232150924
SARS-CoV-2,ORF1ab,20179,0.1,27875,0.016235374079657337,0.0204502244679417
SARS-CoV-2,ORF1ab,20188,0.5,139370,0.007813458695036657,0.009625909640636646
SARS-CoV-2,ORF1ab,20188,0.25,69685,0.010904094057100973,0.013203918416055628
SARS-CoV-2,ORF1ab,20188,0.1,27875,0.016685290512621312,0.02125781311813553
SARS-CoV-2,ORF1ab,20197,0.5,139368,0.007616386336928217,0.010028097215842947
SARS-CoV-2,ORF1ab,20197,0.25,69684,0.010590656536855354,0.012405406580695194
SARS-CoV-2,ORF1ab,20197,0.1,27875,0.01612989058873727,0.01949862369168379
SARS-CoV-2,ORF1ab,20206,0.5,139370,0.007710883432804536,0.009743019656180327
SARS-CoV-2,ORF1ab,20206,0.25,69685,0.010959417652017574,0.012981656365867806
SARS-CoV-2,ORF1ab,20206,0.1,27875,0.01647380285249164,0.01996842886284177
SARS-CoV-2,ORF1ab,20215,0.5,139368,0.007683621694968113,0.009564373835110709
SARS-CoV-2,ORF1ab,20215,0.25,69684,0.011114750024246334,0.013325764913746051
SARS-CoV-2,ORF1ab,20215,0.1,27875,0.01653738357806012,0.02054806540197426
SARS-CoV-2,ORF1ab,20224,0.5,139369,0.0075634807464808225,0.010018180574689037
SARS-CoV-2,ORF1ab,20224,0.25,69685,0.010486387400043155,0.012868828521771949
SARS-CoV-2,ORF1ab,20224,0.1,27875,0.015744152236068683,0.019517213572435996
SARS-CoV-2,ORF1ab,20233,0.5,139369,0.0073391112025860935,0.008651342485269931
SARS-CoV-2,ORF1ab,20233,0.25,69684,0.00988632076703323,0.012146835130937304
SARS-CoV-2,ORF1ab,20233,0.1,27875,0.014530552696522652,0.01764186032541599
SARS-CoV-2,ORF1ab,20242,0.5,139370,0.007529379141893474,0.00944431478150899
SARS-CoV-2,ORF1ab,20242,0.25,69685,0.010335009594857782,0.01404105971277926
SARS-CoV-2,ORF1ab,20242,0.1,27875,0.015432676765103638,0.018329055913574307
SARS-CoV-2,ORF1ab,20251,0.5,139370,0.0076184945786515355,0.009903778283077683
SARS-CoV-2,ORF1ab,20251,0.25,69685,0.010743693554990674,0.013173782388294105
SARS-CoV-2,ORF1ab,20251,0.1,27875,0.01602729336787817,0.019108895352930658
SARS-CoV-2,ORF1ab,20260,0.5,139368,0.007383304640060817,0.009696616965319283
SARS-CoV-2,ORF1ab,20260,0.25,69684,0.01026080683573086,0.012130711697407764
SARS-CoV-2,ORF1ab,20260,0.1,27875,0.015032820046755196,0.018846844789992257
SARS-CoV-2,ORF1ab,20269,0.5,139370,0.007784219276846634,0.010061996127489481
SARS-CoV-2,ORF1ab,20269,0.25,69685,0.01058471453796145,0.014018193949995851
SARS-CoV-2,ORF1ab,20269,0.1,27875,0.015908740823277135,0.019813501731956392
SARS-CoV-2,ORF1ab,20278,0.5,139369,0.007503444957978097,0.009623827952622835
